business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,IsRestaurant
BqoOkuGKlbDI3L_A4I3pkA,Joa Mart,361 W Hortter St,Philadelphia,PA,19119,40.044087,-75.1912085,4.5,21,0,"Food, Grocery",True
mrMNJ_g5qF2PRT7NP-ZLjA,Pho Nam Vietnamese Restaurant,501 Adams Ave,Philadelphia,PA,19120,40.0392904629,-75.1080869401,4.5,23,0,"Vietnamese, Restaurants",True
CSCm7XPkoz72Ovfa0ugu7Q,Maplewood Nutrition & Dietary Food Shop,51 Maplewood Ave,Philadelphia,PA,19144,40.0334158,-75.1754611,5.0,6,1,"Food, Cosmetics & Beauty Supply, Specialty Food, Shopping, Health Markets, Beauty & Spas, Restaurants, Vegetarian",True
p1PQZFieSwQVd3PPtuaL8A,Core De Roma,214 South St,Philadelphia,PA,19147,39.9410667419,-75.146232605,4.0,76,0,"Restaurants, Italian",True
3wg8xiywSGA96DWCF0WOLw,Jimmy G's Steaks,695 N Broad St,Philadelphia,PA,19123,39.9662097908,-75.1603736876,4.0,300,0,"Cheesesteaks, Food, Restaurants, Steakhouses, Sandwiches",True
_f3JQU6IXpGmTLaSqGy79g,BRÜ Craft & Wurst,1318 Chestnut St,Philadelphia,PA,19107,39.9503152253,-75.1624865435,3.5,526,1,"German, Beer Bar, Food, Bars, Nightlife, Restaurants, Beer, Wine & Spirits, Beer Gardens",True
oJxsRgj8Un9VAPXpaDuufA,Bank & Bourbon,1200 Market St,Philadelphia,PA,19107,39.9517241479,-75.1601829009,3.5,390,1,"Restaurants, Gastropubs, American (New)",True
Iyopb5uFIBT_HOgp8ipSfw,Le Viet Restaurant,1019 S 11th St,Philadelphia,PA,19147,39.9376867,-75.1610435,4.0,322,1,"Vietnamese, Restaurants",True
U0voDyTp7mD1poGc1lTcCw,Pete's Pizza,201 S 60th St,Philadelphia,PA,19139,39.9589789749,-75.2412560129,2.0,28,1,"Restaurants, Pizza",True
qtNCq2sRvDFHZK9V8kKYoQ,Master Wok,"1625 Chestnut St, Ste F11",Philadelphia,PA,19103,39.9523553233,-75.168056685,3.0,22,0,"Chinese, Restaurants",True
i-Td9gDwz4xLLYv5soGp9g,Lovash Indian Cart,37TH Spruce St,Philadelphia,PA,19104,39.9509213207,-75.1964378357,4.0,17,1,"Food Trucks, Restaurants, Indian, Food",True
mzJ7BxxhLtm-TD1vyne1yg,Neighborhood Ramen,617 S 3rd St,Philadelphia,PA,19147,39.9408923,-75.147458,4.0,99,1,"Ramen, Japanese, Restaurants",True
NclhxRbf369-sVEKDNmdaQ,Tsaocaa,1715 Chestnut St,Philadelphia,PA,19103,39.9516409,-75.1693482,3.5,20,1,"Food, Bubble Tea, Juice Bars & Smoothies",True
P-wxKPAdWaU7tsCdA5ZfGQ,Saladworks,2508-10 Welsh Rd,Philadelphia,PA,19152,40.0730228774,-75.0350286614,3.5,29,1,"Restaurants, Vegetarian, Sandwiches, American (New), Salad, Soup, American (Traditional)",True
-UgmhgFa6biagbAXEPpNhA,H. K. Golden Phoenix,911 Race St,Philadelphia,PA,19107,39.955447,-75.154839,2.5,22,0,"Dim Sum, Restaurants, Chinese",True
0o8k654DD4h8ywBOXP1GRA,El Purepecha,315 N 12th St,Philadelphia,PA,19107,39.9581334616,-75.158424899,4.5,239,1,"Mexican, Restaurants",True
evM71YsOcaH9NVNWbJqMxg,SS Franklin Fountain,299 S Christopher Columbus Blvd,Philadelphia,PA,19106,39.9443204479,-75.1412815601,3.5,43,1,"Food, Ice Cream & Frozen Yogurt",True
v6tFMx_fKBcfiBagKb_EIg,Daleng Restaurant,4653 Walnut St,Philadelphia,PA,19139,39.9560363,-75.2154296,4.5,141,1,"Restaurants, Cambodian, Thai, Vietnamese, Asian Fusion",True
48hwr-F1xEFfHdTD1ueE2A,Starbucks,337-341 South Broad St,Philadelphia,PA,19107,39.945624,-75.16484,3.5,29,0,"Coffee & Tea, Food",True
o7pgTVJqX2PYWbotk1uMug,Madame Saito - Queen of Sushi,122 Lombard St,Philadelphia,PA,19147,39.9419236,-75.1447558,4.5,6,1,"Japanese, Arts & Crafts, Caterers, Restaurants, Shopping, Event Planning & Services, Cooking Classes",True
sodCONXD2u4ljoK2c_W5OA,Fan's Cafe,1835 Snyder Ave,Philadelphia,PA,19145,39.9254329,-75.177009,4.0,6,0,"Food, Grocery, Indonesian, Restaurants",True
V6nHZ__onRImXrX0u5Mu8w,Philomena Santucci's Square Pizza,4010 Cottman Ave,Philadelphia,PA,19135,40.0361386,-75.0404656,3.0,44,1,"Chicken Wings, Pizza, Salad, Italian, Restaurants",True
TjwWB-ET-qmO2-8bfIHMig,Cheu Fishtown,1416 Frankford Ave,Philadelphia,PA,19125,39.9722034535,-75.1346028596,4.0,250,1,"Restaurants, Noodles, Asian Fusion, Japanese",True
09yzPKqhvm_kJo6S5vsS3w,John Yi Fish Market,51 N 12th St,Philadelphia,PA,19107,39.953163,-75.1591,4.0,36,1,"Seafood Markets, Specialty Food, Food",True
c3j1irGxpIJ-8RmMBnyXxg,Posh Fuel and Food,8901 Ridge Ave,Philadelphia,PA,19128,40.0689365111,-75.2402465477,2.5,6,1,"Automotive, Gas Stations, Food, Convenience Stores, Restaurants, Cafes",True
VBBIPqGtWzZRP6pA3F6oHQ,Sarah & Sylvia's Soul Food,43 N 43rd St,Philadelphia,PA,19104,39.9583988,-75.2080055,3.0,5,0,"Restaurants, Soul Food",True
VEJKp3OEePyqnez_GrmamQ,Omega Pizza & Restaurant,2145 S St,Philadelphia,PA,19146,39.9978235,-75.1109507,3.0,44,0,"Pizza, Restaurants",True
PBjjuAkc9QX2UWMc3RWXQQ,Fiorella's Sausage,817 Christian St,Philadelphia,PA,19147,39.938873,-75.156937,5.0,27,0,"Italian, Food, Specialty Food, Restaurants, Meat Shops, Butcher",True
UphaS1bBPQLqX1cKvXQLyQ,Annies Seafood,6600 Haverford Ave,Philadelphia,PA,19151,39.9719159,-75.2515749,2.5,8,1,"Seafood Markets, Food, Specialty Food",True
RRIJlZUVvz2CkMrDn2UziQ,El Merkury,2104 Chestnut St,Philadelphia,PA,19103,39.952185,-75.1758693,4.5,162,1,"Desserts, Restaurants, Gluten-Free, Food, Salvadoran, Latin American, American (Traditional)",True
b1okJ5qEPCIHbIgQ1NGyXQ,La Mula Terca,2053 S Beechwood St,Philadelphia,PA,19145,39.9260794,-75.1820459,4.5,91,1,"American (New), Restaurants, Tacos, Mexican, Latin American, Vegetarian, New Mexican Cuisine, Breakfast & Brunch",True
J0_WwhnmqLLR83WArIUdEg,Haute Restaurant & Lounge,1420 Locust St,Philadelphia,PA,19102,39.9480917189,-75.1660279557,2.5,35,1,"Breakfast & Brunch, American (Traditional), Bars, Lounges, Nightlife, Restaurants",True
u4qdPm5pLtrcv5tXv9qhng,Franklin Ice Cream Bar,112 Market St,Philadelphia,PA,19106,39.9496546054,-75.1427625423,4.0,47,1,"Ice Cream & Frozen Yogurt, Desserts, Food",True
7lOWx72SeKTuUDuW51aYNw,Salvatore's Pizzeria,1429 Jackson St,Philadelphia,PA,19145,39.9234015,-75.1711927,4.5,11,0,"Restaurants, Pizza",True
zRjUMHQJ5gAmFhcXZtLacA,Vietnam Restaurant,221 N 11th St,Philadelphia,PA,19107,39.9563297,-75.157069,4.0,421,1,"Vietnamese, Restaurants",True
jFAj4ZTHKukcEnFZXz2DiA,Hip Hemp Cafe,607 S 7th St,Philadelphia,PA,19147,39.9419303,-75.1537505,4.5,11,1,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements",True
P57AT1_VQ6ZA_sBlvzN43g,Dock Street Cannery and Tasting Room,705 S 50th St,Philadelphia,PA,19143,39.94761,-75.22253,4.0,13,1,"Arts & Entertainment, Cocktail Bars, Breweries, Lounges, Wine Tasting Room, Nightlife, Beer Bar, Bars, Food, Wineries",True
ZTD_xSBxv07aa5fFsYwTEA,Vito's Pizza & Grill,2821 N Broad St,Philadelphia,PA,19132,39.9961753,-75.1537113,2.5,11,1,"Pizza, Restaurants",True
50mWV40JHQnUM40Ei0TtxQ,Al Sultan International Gourmet Market,1545 W Passyunk Ave,Philadelphia,PA,19145,39.9251689,-75.17258,5.0,6,1,"Ethnic Food, Food, Imported Food, Herbs & Spices, Grocery, Meat Shops, Specialty Food",True
_MU-PDD75XolYe0BKcIiVA,Metropolitan Bakery,12th and Arch,Philadelphia,PA,19107,39.9539394,-75.1594308,4.0,52,1,"Food, Bakeries",True
f4XSOzFOQDydPyqavMV7cA,Peet's Coffee & Tea,8000 Essington Ave,Philadelphia,PA,19153,39.8780267127,-75.2394030397,3.5,26,1,"Coffee & Tea, Cafes, Restaurants, Food",True
k9QaQYOU-egM3UpS8daiYA,Spiro's Pizza,3958 W Girard Ave,Philadelphia,PA,19104,39.9739062,-75.2040164,1.5,28,0,"American (Traditional), Breakfast & Brunch, Bars, Pizza, Restaurants, Nightlife, Burgers",True
arp2X1m2lSFr9dVPfDwpzQ,Alaqsa Halal Meats & Groceries,419 E Wyoming Ave,Philadelphia,PA,19120,40.020892,-75.1174581,4.5,7,1,"Ethnic Food, Grocery, Specialty Food, Imported Food, Food",True
hJofmH7_OYwwCGeFVPBSvw,Under the C,1701 John F Kennedy Blvd,Philadelphia,PA,19103,39.954703,-75.1684962,4.0,27,0,"Specialty Food, Restaurants, Food, Thai, Seafood Markets, Seafood",True
RNaHrKGm3LCRSj0cdGraeQ,First Food Market,116 S 21st St,Philadelphia,PA,19103,39.9513401,-75.1757265,4.5,15,1,"Food, Grocery",True
aCfGcj4H7rrRhBvRzNmdow,Kitchen Kapers,8530 Germantown Ave,Philadelphia,PA,19118,40.076348,-75.2073608,3.0,7,1,"Knitting Supplies, Shopping, Appliances, Specialty Food, Kitchen & Bath, Food, Home & Garden",True
p9LOhswQql09-yPtF4jsZQ,The Whiskey Tango,14000 Bustleton Ave,Philadelphia,PA,19116,40.1312728,-75.01315,2.5,10,0,"Sports Bars, Bars, Arts & Entertainment, Restaurants, American (New), Music Venues, Nightlife",True
82pcio87ozvTYLFow_n8sQ,ACME Markets,5927-59 Ridge Ave,Philadelphia,PA,19128,40.0316341804,-75.2112624196,3.0,48,1,"Food, Grocery, Department Stores, Drugstores, Shopping, Fashion",True
yzsnQxRDkbUD4AX7RosOhw,Speedy's Pizza,4013 Fairdale Rd,Philadelphia,PA,19154,40.084572,-74.9727333,3.5,16,1,"Pizza, Restaurants",True
ExfSwwCB1zQ6ZGd_UQ4wYQ,Starbucks,600 9th St,Philadelphia,PA,19147,39.9425249,-75.157186,3.5,52,1,"Food, Coffee & Tea",True
WS4j8-8-HQ76X2_LAFV-Xg,Cornerstone Market and Produce,19 W Girard Ave,Philadelphia,PA,19123,39.9689046,-75.1351566,3.5,13,0,"Food, Convenience Stores",True
MMmAjGRH4KRXrGbKO9cseA,Sakeya Japanese Restaurant,1420 Locust St,Philadelphia,PA,19102,39.947954,-75.165882,3.0,25,0,"Venues & Event Spaces, Bars, Restaurants, Nightlife, Japanese, Event Planning & Services, Lounges",True
mJ_itjZYQ_OA71q2NaWE4Q,Carangi Baking,2655 S Iseminger St,Philadelphia,PA,19148,39.9166328,-75.1685035,4.5,34,1,"Bakeries, Cafes, Food, Sandwiches, Restaurants, Italian",True
0m5uP9SGYT7w6liaBROwXw,Ground Up Coffee Shop,1926 E Passyunk Ave,Philadelphia,PA,19148,39.9260608,-75.1681768844,4.5,24,1,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",True
HRImZ4HeqDJQ5hxSMMlW6w,Machismo Burrito Bar,4330 Main St,Philadelphia,PA,19127,40.0250919,-75.2231789,3.5,104,0,"Restaurants, Caterers, Local Flavor, Mexican, Event Planning & Services",True
YRw-uBpdzRZngN6zzoC4WA,Hurricane Alley,340 S St,Philadelphia,PA,19147,39.9415588259,-75.1489446239,3.5,13,0,"Nightlife, Breakfast & Brunch, Cocktail Bars, Bars, Southern, Restaurants",True
aaqm5vJvVj3vyMeGwPqxEw,Side of the Road Jerk Chicken,6554 North Lambert St.,Philadelphia,PA,19138,40.0546082,-75.1545153,4.0,51,1,"Food Trucks, Local Flavor, Food, Restaurants, Barbeque, Food Stands",True
QzFEjzRuC3C6XNSsfVM33g,Lechonera Principe,235 W Cecil B Moore Ave,Philadelphia,PA,19122,39.9766109,-75.1401495,4.5,11,0,"Restaurants, Barbeque",True
Et5_maoRY_BEJRmDfx6ynA,Prince Pizza II,6352 Algon Ave,Philadelphia,PA,19111,40.043756,-75.0854452,2.5,11,1,"Restaurants, Pizza",True
ZVu9TDpTvIgCN8x6IY-KmA,Oregon Diner,302 W Oregon Ave,Philadelphia,PA,19148,39.9140204,-75.1529839,3.5,209,1,"Restaurants, Bakeries, Diners, Food",True
GvwV987P6u0kaR4YAhwCzA,Rite Aid,7700 Crittenden St,Philadelphia,PA,19118,40.072533,-75.195008,2.5,8,1,"Drugstores, Food, Shopping, Convenience Stores",True
0MqOEmf84nhurrynm-_rtQ,Token,"1050 N Hancock St, Unit 51",Philadelphia,PA,19123,39.9660455611,-75.1392937134,3.5,5,0,"Fast Food, Restaurants",True
n5TNfoXg1i8wX5R3iY4WUA,Cinder Copper & Lace,1500 Locust St,Philadelphia,PA,19102,39.9482528775,-75.1666254178,3.5,157,0,"Beer, Wine & Spirits, Beer Bar, Pizza, Restaurants, Italian, Nightlife, Bars, Salad, Food, Breakfast & Brunch",True
lU8TnePBqMrWxo9BKAThGA,Three Kingdoms,4229 Main St,Philadelphia,PA,19127,40.0243322,-75.2207517,4.0,12,0,"Szechuan, Chinese, Restaurants",True
iiHWdMjPZhQPTC86p86X9Q,Jembatan 5,932 S 10th St,Philadelphia,PA,19147,39.9383367,-75.159771,4.5,61,1,"Indonesian, Restaurants",True
bKNULviFM4ayuSwq809DIA,Shanks Original,901 S Columbus Blvd,Philadelphia,PA,19147,39.934831,-75.142057,3.5,132,1,"Breakfast & Brunch, Sandwiches, Restaurants, Cheesesteaks",True
z866E3X7MDdFWVQ5F_3EBA,Dixie Picnic,1306 Chestnut St,Philadelphia,PA,19107,39.9505877719,-75.162061511,4.0,37,0,"Sandwiches, Restaurants, Breakfast & Brunch, Food, American (New), Cupcakes",True
YqmClmk7oLcDzPWKHzgA-Q,South Philadelphia Tap Room,"1509 Mifflin St, Newbold",Philadelphia,PA,19145,39.927216,-75.171477,4.0,530,1,"Breakfast & Brunch, Bars, Nightlife, Restaurants, Gastropubs, Pubs",True
0CSiz9Q_xuZ9YNq8KLRcSg,Angela's Pizza,9918 Roosevelt Blvd,Philadelphia,PA,19115,40.09453,-75.018255,4.0,22,1,"Restaurants, Pizza",True
aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,225 S 18th St,Philadelphia,PA,19103,39.94949,-75.17066,3.5,1159,1,"Bars, Restaurants, Nightlife, Seafood",True
EI2_OgANt1Mb_83cNnpPwg,Marra's,1734 E Passyunk Ave,Philadelphia,PA,19148,39.9279881,-75.1658701,3.0,291,1,"Italian, Restaurants",True
mKTQek1QqB7xQcPBMzfG6g,Beirut Cafe&Hookah,"301 South St, Fl 2",Philadelphia,PA,19147,39.9415863,-75.1476509,4.5,8,0,"Middle Eastern, Cafes, Lebanese, Hookah Bars, Restaurants, Bars, Lounges, Nightlife",True
2f3YghoMYzd5-GFMh_kvwQ,Del Frisco's Grille,225 S Broad St,Philadelphia,PA,19107,39.9485224,-75.1640749,3.5,132,1,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Steakhouses, Bars",True
jziliEq8Zum-EynD5v-Hvg,Chifa,707 Chestnut St,Philadelphia,PA,19106,39.949786,-75.152623,4.0,444,0,"Peruvian, Chinese, Restaurants, Asian Fusion, Latin American",True
X3Qa-dXb2DFdZZ2UnAfSVg,Dunkin',"1619 Grant Ave, Ste 5",Philadelphia,PA,19115,40.087335,-75.039989,1.0,5,1,"Coffee & Tea, Donuts, Food, Restaurants",True
BM92j54mc-c-6MWqWSimRw,Dmitri's,2227 Pine St,Philadelphia,PA,19107,39.947747,-75.179104,3.5,151,0,"Restaurants, Mediterranean, Greek, Seafood",True
02nUjwVmJGTgGyiIi-hklg,El Café,31 S 19th St,Philadelphia,PA,19103,39.9525122617,-75.1717417315,4.5,11,0,"Breakfast & Brunch, Restaurants, Mexican, Coffee & Tea, Food",True
Xdhw_8EubmL4N-E5pBzD_g,Cassizzi Pizzeria,2533 E Clearfield St,Philadelphia,PA,19134,39.9851115,-75.1067597,3.5,11,0,"Pizza, Restaurants",True
IrJbptQgdCXC4avPQKeChw,Italian Bistro,2500 Welsh Rd,Philadelphia,PA,19152,40.0731939,-75.0352627,2.0,15,0,"Italian, Restaurants",True
dyELPSU9bEe20QpCQ8pn9A,Halal Food Special,20 N 16th St,Philadelphia,PA,19103,39.9532117052,-75.1668324715,4.5,7,1,"Restaurants, Halal, Food, Food Trucks",True
IvIItKgPAhsgbxwRczEQeA,Jimmy John's,44 S 17th St,Philadelphia,PA,19103,39.9517683,-75.1689324,3.5,48,0,"Restaurants, Food, Food Delivery Services, Delis, Salad, Sandwiches",True
iiZHyvPUN4rPpVA70Mt8hg,Independence After Hours,600 Chestnut St,Philadelphia,PA,19106,39.9491008173,-75.1491766423,4.5,6,1,"Tours, Dinner Theater, Historical Tours, Hotels & Travel, Walking Tours, Restaurants",True
Rliq-iILjQX0w3Q0XZ4LAQ,Florida Style Pizza,2052 S Beechwood St,Philadelphia,PA,19145,39.9261144,-75.1822397,4.0,25,0,"Pizza, Restaurants",True
y6-J_UjNk69VNLb39c_5CA,Spirit of Philadelphia,401 S Columbus Blvd,Philadelphia,PA,19106,39.9415984538,-75.1405771664,3.0,165,1,"Event Planning & Services, American (New), Venues & Event Spaces, Active Life, Boating, Boat Tours, American (Traditional), Restaurants, Tours, Hotels & Travel, Buffets, Boat Charters",True
gNyQxg1X4oGQupjn2VpsGQ,Rita's Italian Ice,800 N 2nd St,Philadelphia,PA,19123,39.9631222,-75.1412478,3.5,7,0,"Desserts, Food, Shaved Ice, Ice Cream & Frozen Yogurt",True
5css9Tl6TwMVe8GDLorJkQ,Maliwan,1700 S 6th St,Philadelphia,PA,19148,39.927478539,-75.1557125151,5.0,28,0,"Laotian, Thai, Restaurants",True
DvyG9Fx1EeNJfr_UNL7NYA,Fresco Tortilla,200 S Broad St Hyatt Food Ct,Philadelphia,PA,19102,39.949224,-75.164942,3.5,10,0,"Event Planning & Services, Restaurants, Mexican, Food",True
ZYRul0i1bhOjirHED6Kd0w,SouthHouse,2535 S 13th St,Philadelphia,PA,19148,39.91804,-75.168707,4.5,158,1,"Bars, American (New), Nightlife, Restaurants, Pubs, Gluten-Free",True
cM77NrFZx2z0d84AqEpmMw,Diner At Manayunk,4371 Main St,Philadelphia,PA,19127,40.0259511,-75.2243072,4.0,86,1,"Breakfast & Brunch, Restaurants",True
xrUtLEFyxzfjflTC2nqLXQ,Good Day Eatery,1735 Market St,Philadelphia,PA,19103,39.9536631,-75.1695865,3.5,34,1,"Bagels, Food, Breakfast & Brunch, Event Planning & Services, Pizza, Restaurants, Caterers, Sandwiches, Food Delivery Services",True
w95-wGc1hJ31fRNajtEtOg,Burrito Feliz Philly,2000 S 7th St,Philadelphia,PA,19148,39.9240450948,-75.1581183892,5.0,24,1,"Food Trucks, Food",True
LM54ufrINJWoTN5imV8Etw,John's Roast Pork,14 E Snyder Ave,Philadelphia,PA,19148,39.9210273851,-75.1450284438,4.5,1564,1,"Sandwiches, Salad, American (Traditional), Cheesesteaks, Breakfast & Brunch, Active Life, American (New), Beaches, Restaurants",True
cOaw7LOj7yjCH9ty8eIJDg,Marchiano's Bakery,4653 Umbria St,Philadelphia,PA,19127,40.0308856,-75.2301417,4.5,118,1,"Bakeries, Restaurants, Food",True
d4QDtxEVBncaFLAxggRoqQ,Philadelphia Bar & Restaurant,120 Market St,Philadelphia,PA,19106,39.9496707,-75.1431203,3.5,87,0,"Breakfast & Brunch, Restaurants, American (New), Food, Gastropubs",True
mbWj0U7dIaX103cSQC4WiQ,China Royal,2620 Rhawn St,Philadelphia,PA,19152,40.0558716,-75.0456795,2.5,17,1,"Restaurants, Chinese",True
-KncfNxXHo2DA46fR39K5w,Cantinho Brasileiro Restaurante,7536 Castor Ave,Philadelphia,PA,19152,40.055428,-75.0626433,3.0,10,1,"Brazilian, Specialty Food, Food, Restaurants, Ethnic Food",True
VytP0omSyIs6cuw_Voy94w,Dex & Syd's,525 Washington Ave,Philadelphia,PA,19147,39.9351648949,-75.153204985,4.0,33,0,"Restaurants, Seafood, Cajun/Creole, American (New), Chicken Wings, Cheesesteaks",True
nqMGXZ3haILky26NDAJVSA,Drunk Crab,425 W Girard Ave,Philadelphia,PA,19123,39.9702621176,-75.1442193308,4.5,18,1,"Restaurants, Chicken Wings, Asian Fusion, Japanese, Seafood",True
cLNyFQ3T7p_Kcf09IburKw,Dunkin',6620 N Broad St,Philadelphia,PA,19126,40.0543239,-75.1418482,1.5,5,1,"Donuts, Restaurants, Food, Coffee & Tea",True
StJngGaxDOJDjNmsCcKuAQ,Nick's Famous Pizza,5810 Greene St,Philadelphia,PA,19144,40.0351703,-75.1787516,3.5,12,1,"Pizza, Restaurants",True
UiVGsdrU4_eJhmFRubwETg,Salt & Pepper Deli III,1102 S 47th St,Philadelphia,PA,19143,39.945704,-75.2138797,4.0,18,1,"Convenience Stores, Sandwiches, Restaurants, Food, Beer, Wine & Spirits",True
vrDax0Opr-CFuvwp396L0g,Rieker's Prime Meats,7979 Oxford Ave,Philadelphia,PA,19111,40.0768575019,-75.0850222427,4.5,71,1,"Meat Shops, Food, Restaurants, Butcher, Grocery, Specialty Food, German",True
NEZOlUKoQWUotatzRp-r5A,Happy Lamb Hot Pot,"1017 Arch St, Fl 1",Philadelphia,PA,19107,39.9539683,-75.1570234,4.0,169,1,"Mongolian, Restaurants, Chinese, Hot Pot",True
YN4Kk751tmdvoarGo8z7_A,New Delhi Indian Restaurant,4004 Chestnut St,Philadelphia,PA,19104,39.9553921,-75.2026195,4.0,514,1,"Buffets, Pakistani, Restaurants, Indian, Vegan, Vegetarian",True
IP_E4SHLClorhNg4o5bw9Q,Rosy's Taco Bar,2220 Walnut St,Philadelphia,PA,19103,39.9508956186,-75.178367123,4.0,282,1,"Tacos, Nightlife, Bars, Mexican, Restaurants",True
I8Mp86nc0nWOkBZ_Byc6cQ,Kauffman's Lancaster County Produce,12th  St & Arch St,Philadelphia,PA,19107,39.953567,-75.159471,3.5,8,1,"Farmers Market, Specialty Food, Food",True
EHNtEYL9GXsv1sbKChMMWw,Stix Asian Eatery,1225 Fitzwater St,Philadelphia,PA,19147,39.9416094,-75.1631687,4.0,18,0,"Korean, Restaurants, Asian Fusion, Chinese, Sandwiches, Salad, Food, Bubble Tea",True
00rIcvqmfci_oJWkOqPqmg,T & F Farmers Pride,8101 Ridge Ave,Philadelphia,PA,19128,40.0571665,-75.2357367,4.5,92,1,"Specialty Food, Delis, Sandwiches, Fruits & Veggies, International Grocery, Grocery, Food, Restaurants, Farmers Market",True
3dtxHKM3RbVyjzTfbcGq2A,Murphy's Tavern,5892 Henry Ave,Philadelphia,PA,19128,40.0313311,-75.2079192,3.5,19,1,"Nightlife, Pubs, Restaurants, Bars, Pizza",True
k6WAVICs1yY07JPXLYCj_w,OCF Coffee House,301 Market St,Philadelphia,PA,19106,39.950333,-75.1457136,3.5,50,0,"Coffee & Tea, Bagels, Food",True
ddmwkOVNategY1klPbAFsw,Banjara Indian Bistro,8705 German Town Ave,Philadelphia,PA,19118,40.077871324,-75.2083880827,4.0,67,0,"Indian, Restaurants",True
fUmXHW1iM5WUvdUuz1BxIQ,Bella's Breakfast & Lunch,2159 Ridge Ave,Philadelphia,PA,19121,39.9795761,-75.1707379,4.0,12,1,"Breakfast & Brunch, Restaurants",True
zRnFxKLKdn0ZJ2_DapEQWA,The Lucky Well - Spring Arts,990 Spring Garden St,Philadelphia,PA,19123,39.961265,-75.1541276,5.0,27,1,"Chicken Shop, Barbeque, Restaurants",True
2X3sYDb2wORzDDwNZP33WA,Flaming Basil,,Philadelphia,PA,19104,39.9583587,-75.1953934,4.0,12,1,"Food Trucks, Restaurants, Laotian, Thai, Food",True
ht8lG0gs4-ddM7ap3wwIaA,Dunkin',1829 E Allegheny Ave,Philadelphia,PA,19134,39.9959031,-75.1124991,2.5,5,1,"Donuts, Coffee & Tea, Food",True
e3fQkykBr9V9jr1g9VWliw,Pho Ga Thanh Thanh,1100 Washington Ave,Philadelphia,PA,19147,39.9373886,-75.1616647,4.5,30,1,"Vietnamese, Restaurants",True
JLulel_40m_1LjqK4rWcrQ,Target,2001 Pennsylvania Ave,Philadelphia,PA,19130,39.96163,-75.1726872,2.5,30,1,"Department Stores, Furniture Stores, Grocery, Electronics, Drugstores, Fashion, Shopping, Food, Home & Garden",True
64tYqfgsfgCkgtXV_9uu-w,Saxbys ,1902 Liacouras Walk,Philadelphia,PA,19122,39.9817208259,-75.1560784911,3.5,45,1,"Coffee & Tea, Juice Bars & Smoothies, Food",True
Oj-XIt4Xj6NSsHzlSt-PsA,Pei Wei,4040 City Ave Bldg 2 Space 2,Philadelphia,PA,19131,40.0072792192,-75.2127040923,2.5,144,0,"Restaurants, Gluten-Free, Asian Fusion, Chinese, Fast Food, Diners",True
T8NWs6flR26edfhhwJNhNA,Sahara Grill,1334 Walnut St,Philadelphia,PA,19107,39.9491798,-75.1635651,4.0,322,1,"Mediterranean, Middle Eastern, Restaurants",True
XX0xyWDpFc6Diq-XVHUckg,East Coast Wings & Grill,"2539 Castor Ave, Aramingo Super Ctr",Philadelphia,PA,19134,39.99391726,-75.09156534,3.5,112,1,"Chicken Wings, Bars, Fast Food, Sandwiches, American (Traditional), Nightlife, Restaurants, Burgers",True
6jWxJEIoq5RrEAARWmj0Xg,N2 Sweet Cafe,125 N 11th St,Philadelphia,PA,19107,39.9547158851,-75.157581247,4.0,61,0,"Desserts, Restaurants, Cafes, Food, Ice Cream & Frozen Yogurt",True
WbxPdq_PgVvCI462l0vPEQ,Dunkin',5506 Chestnut St,Philadelphia,PA,19139,39.9590347,-75.2315661,1.5,13,1,"Donuts, Restaurants, Coffee & Tea, Food",True
0lGN91IoLe02MtEu9Xtf1w,Pizza Hut,2310 Passyunk Ave,Philadelphia,PA,19145,39.9225254,-75.1856193,1.5,22,0,"Chicken Wings, Pizza, Restaurants, Italian",True
aa0xi7fgFJyA4qWux6vz0A,Carmen's Famous Italian Hoagies,12th St & Arch St,Philadelphia,PA,19107,39.9532735358,-75.1593375206,3.5,589,1,"Restaurants, Cheesesteaks, Sandwiches, Salad",True
7Y3RjSc99a88oTMEgvazoA,QDOBA Mexican Eats,1528 Walnut St,Philadelphia,PA,19102,39.9495796084,-75.1672851248,3.0,93,1,"Restaurants, Mexican, Event Planning & Services, Caterers, Fast Food",True
VOBvxu8SzLGSun8o5OFhjA,QT Vietnamese Sandwich,,Philadelphia,PA,19104,39.9558866,-75.1934096,4.0,6,1,"Vietnamese, Food Trucks, Sandwiches, Restaurants, Food",True
wCH3LUgCzuGWcs8Ov_Q5uA,Belle Cakery,1437 E Passyunk Ave,Philadelphia,PA,19147,39.9310026,-75.1617721,4.5,36,0,"Bakeries, Food",True
Coux-ZsMfvklHclKLliHfg,Fine Wine & Good Spirits,5 N 12th St,Philadelphia,PA,19107,39.95201,-75.159278,2.5,18,1,"Beer, Wine & Spirits, Food",True
